Site name,Site,Site_Group,SampleYear,Sample,Sr87Sr86_rf,Source,Type,System,Ordering,Ordering_boot,System_type,Comments
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70633,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70627,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70639,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70626,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70639,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70641,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70641,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70615,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70637,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70619,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70631,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70626,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Putah Creek,PUC,PUC,2017,Juvenile Salmon,0.70626,Willmes et al 2020,River,SAC_system,9,9,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70822,Barnett Johnson et al 2008 (L&O),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70812,Barnett Johnson et al 2008 (L&O),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.708,Barnett Johnson et al 2008 (L&O),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70842,Barnett Johnson et al 2008 (L&O),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70813,Barnett Johnson et al 2008 (L&O),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70826,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70822,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70819,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70852,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70832,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70762,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70824,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70817,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70846,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70861,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70816,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.7083,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70815,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Yuba River,YUB,YUB,2002,Juvenile Salmon,0.70833,Sturrock et al 2015 (PLOS ONE),River,SAC_system,10,15,SAC_system_River,
Nimbus Fish Hatchery (American River),NIH,NIH,2002,Juvenile Salmon,0.70989,Barnett Johnson et al 2008 (L&O),Hatchery,SAC_system,11,18,SAC_system_Hatchery,
Nimbus Fish Hatchery (American River),NIH,NIH,2002,Juvenile Salmon,0.70971,Barnett Johnson et al 2008 (L&O),Hatchery,SAC_system,11,18,SAC_system_Hatchery,
Nimbus Fish Hatchery (American River),NIH,NIH,2002,Juvenile Salmon,0.70979,Barnett Johnson et al 2008 (L&O),Hatchery,SAC_system,11,18,SAC_system_Hatchery,
Nimbus Fish Hatchery (American River),NIH,NIH,2002,Juvenile Salmon,0.70971,Barnett Johnson et al 2008 (L&O),Hatchery,SAC_system,11,18,SAC_system_Hatchery,
Nimbus Fish Hatchery (American River),NIH,NIH,2002,Juvenile Salmon,0.70971,Barnett Johnson et al 2008 (L&O),Hatchery,SAC_system,11,18,SAC_system_Hatchery,
Nimbus Fish Hatchery (American River),NIH,NIH,2002,Juvenile Salmon,0.70969,Barnett Johnson et al 2008 (L&O),Hatchery,SAC_system,11,18,SAC_system_Hatchery,
Nimbus Fish Hatchery (American River),NIH,NIH,2002,Juvenile Salmon,0.70968,Barnett Johnson et al 2008 (L&O),Hatchery,SAC_system,11,18,SAC_system_Hatchery,
Nimbus Fish Hatchery (American River),NIH,NIH,2002,Juvenile Salmon,0.70974,Barnett Johnson et al 2008 (L&O),Hatchery,SAC_system,11,18,SAC_system_Hatchery,
Nimbus Fish Hatchery (American River),NIH,NIH,2002,Juvenile Salmon,0.70975,Barnett Johnson et al 2008 (L&O),Hatchery,SAC_system,11,18,SAC_system_Hatchery,
American River,AME,AME,1999,Juvenile Salmon,0.71021,Barnett Johnson et al 2008 (L&O),River,SAC_system,12,19,SAC_system_River,
American River,AME,AME,1999,Juvenile Salmon,0.71031,Barnett Johnson et al 2008 (L&O),River,SAC_system,12,19,SAC_system_River,
American River,AME,AME,1999,Juvenile Salmon,0.71027,Barnett Johnson et al 2008 (L&O),River,SAC_system,12,19,SAC_system_River,
American River,AME,AME,1999,Juvenile Salmon,0.71022,Barnett Johnson et al 2008 (L&O),River,SAC_system,12,19,SAC_system_River,
American River,AME,AME,1999,Juvenile Salmon,0.71023,Barnett Johnson et al 2008 (L&O),River,SAC_system,12,19,SAC_system_River,
Stanislaus River,STA,STA,2002,Juvenile Salmon,0.70661,Barnett Johnson et al 2008 (L&O),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2002,Juvenile Salmon,0.70657,Barnett Johnson et al 2008 (L&O),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2002,Juvenile Salmon,0.70664,Barnett Johnson et al 2008 (L&O),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2002,Juvenile Salmon,0.70661,Barnett Johnson et al 2008 (L&O),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2002,Juvenile Salmon,0.70655,Barnett Johnson et al 2008 (L&O),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2002,Juvenile Salmon,0.70659,Barnett Johnson et al 2008 (L&O),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2002,Juvenile Salmon,0.70664,Barnett Johnson et al 2008 (L&O),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2002,Juvenile Salmon,0.70663,Barnett Johnson et al 2008 (L&O),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2002,Juvenile Salmon,0.70642,Barnett Johnson et al 2008 (L&O),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2002,Juvenile Salmon,0.70631,Barnett Johnson et al 2008 (L&O),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,1999,Juvenile Salmon,0.70661,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,1999,Juvenile Salmon,0.70665,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,1999,Juvenile Salmon,0.70663,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,1999,Juvenile Salmon,0.70666,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,1999,Juvenile Salmon,0.70662,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,1999,Juvenile Salmon,0.7066,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,1999,Juvenile Salmon,0.70661,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2000,Juvenile Salmon,0.7066,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2000,Juvenile Salmon,0.70664,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2000,Juvenile Salmon,0.70657,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2000,Juvenile Salmon,0.70662,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2000,Juvenile Salmon,0.70667,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2000,Juvenile Salmon,0.70666,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Stanislaus River,STA,STA,2000,Juvenile Salmon,0.70668,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,13,10,SJQ_system_River,
Mokelumne River,MOK,MOK,2002,Juvenile Salmon,0.70685,Barnett Johnson et al 2008 (L&O),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2002,Juvenile Salmon,0.70685,Barnett Johnson et al 2008 (L&O),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2002,Juvenile Salmon,0.70692,Barnett Johnson et al 2008 (L&O),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2002,Juvenile Salmon,0.70688,Barnett Johnson et al 2008 (L&O),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2002,Juvenile Salmon,0.70688,Barnett Johnson et al 2008 (L&O),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2002,Juvenile Salmon,0.70689,Barnett Johnson et al 2008 (L&O),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2002,Juvenile Salmon,0.70689,Barnett Johnson et al 2008 (L&O),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2002,Juvenile Salmon,0.70692,Barnett Johnson et al 2008 (L&O),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2002,Juvenile Salmon,0.7069,Barnett Johnson et al 2008 (L&O),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2002,Juvenile Salmon,0.70698,Barnett Johnson et al 2008 (L&O),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2000,Juvenile Salmon,0.70711,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2000,Juvenile Salmon,0.70715,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2000,Juvenile Salmon,0.70705,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,2000,Juvenile Salmon,0.70705,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,1998,Water,0.70697,Ingram & Weber 1999 (Geology),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,1998,Water,0.70682,Ingram & Weber 1999 (Geology),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,1998,Water,0.70686,Ingram & Weber 1999 (Geology),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River,MOK,MOK,1998,Water,0.70719,Ingram & Weber 1999 (Geology),River,SJQ_system,14,11,SJQ_system_River,
Mokelumne River Fish Hatchery,MOH,MOH,2002,Juvenile Salmon,0.70732,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2002,Juvenile Salmon,0.70755,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2002,Juvenile Salmon,0.70747,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2002,Juvenile Salmon,0.70751,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2002,Juvenile Salmon,0.70736,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2002,Juvenile Salmon,0.70764,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,1999,Juvenile Salmon,0.7076,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,1999,Juvenile Salmon,0.70766,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,1999,Juvenile Salmon,0.70778,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,1999,Juvenile Salmon,0.70769,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2000,Juvenile Salmon,0.70763,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2000,Juvenile Salmon,0.70769,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2000,Juvenile Salmon,0.7076,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2000,Juvenile Salmon,0.70748,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2000,Juvenile Salmon,0.7076,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2002,Juvenile Salmon,0.7077,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2002,Juvenile Salmon,0.70759,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2002,Juvenile Salmon,0.70774,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2002,Juvenile Salmon,0.70755,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Mokelumne River Fish Hatchery,MOH,MOH,2002,Juvenile Salmon,0.70764,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,15,13,SJQ_system_Hatchery,
Tuolumne River,TUO,TUO,1998,Water,0.70782,Ingram & Weber 1999 (Geology),River,SJQ_system,16,14,SJQ_system_River,
Tuolumne River,TUO,TUO,1998,Water,0.70788,Ingram & Weber 1999 (Geology),River,SJQ_system,16,14,SJQ_system_River,
Tuolumne River,TUO,TUO,1998,Water,0.70789,Ingram & Weber 1999 (Geology),River,SJQ_system,16,14,SJQ_system_River,
Tuolumne River,TUO,TUO,1998,Water,0.70758,Ingram & Weber 1999 (Geology),River,SJQ_system,16,14,SJQ_system_River,
Tuolumne River,TUO,TUO,1998,Water,0.70826,Ingram & Weber 1999 (Geology),River,SJQ_system,16,14,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.70847,Barnett Johnson et al 2008 (L&O),River,SJQ_system,17,16,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.70846,Barnett Johnson et al 2008 (L&O),River,SJQ_system,17,16,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.70846,Barnett Johnson et al 2008 (L&O),River,SJQ_system,17,16,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.70847,Barnett Johnson et al 2008 (L&O),River,SJQ_system,17,16,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.70845,Barnett Johnson et al 2008 (L&O),River,SJQ_system,17,16,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.70851,Barnett Johnson et al 2008 (L&O),River,SJQ_system,17,16,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.70846,Barnett Johnson et al 2008 (L&O),River,SJQ_system,17,16,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.70849,Barnett Johnson et al 2008 (L&O),River,SJQ_system,17,16,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.70866,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,17,16,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.70859,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,17,16,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.7087,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,17,16,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.70869,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,17,16,SJQ_system_River,
Merced River,MER,MER,2003,Juvenile Salmon,0.70841,Sturrock et al 2015 (PLOS ONE),River,SJQ_system,17,16,SJQ_system_River,
Merced River Hatchery,MEH,MEH,2002,Juvenile Salmon,0.70857,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2002,Juvenile Salmon,0.7086,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2002,Juvenile Salmon,0.70868,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2002,Juvenile Salmon,0.70863,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2002,Juvenile Salmon,0.7086,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2002,Juvenile Salmon,0.70861,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2002,Juvenile Salmon,0.70858,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2002,Juvenile Salmon,0.7086,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2002,Juvenile Salmon,0.70863,Barnett Johnson et al 2008 (L&O),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2004,Juvenile Salmon,0.70863,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2004,Juvenile Salmon,0.70852,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2004,Juvenile Salmon,0.70878,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2004,Juvenile Salmon,0.70877,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,2004,Juvenile Salmon,0.70876,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Merced River Hatchery,MEH,MEH,1999,Juvenile Salmon,0.70885,Sturrock et al 2015 (PLOS ONE),Hatchery,SJQ_system,18,17,SJQ_system_Hatchery,
Sacramento River,SAC,SAC,1998,Water,0.7048771,Ingram & Weber 1999 (Geology),River,SAC_system,0,4,SAC_system_River,
Sacramento River,SAC,SAC,1998,Water,0.7046663,Ingram & Weber 1999 (Geology),River,SAC_system,0,4,SAC_system_River,
Sacramento River,SAC,SAC,1998,Water,0.7046675,Ingram & Weber 1999 (Geology),River,SAC_system,0,4,SAC_system_River,
Sacramento River,SAC,SAC,1998,Water,0.7048003,Ingram & Weber 1999 (Geology),River,SAC_system,0,4,SAC_system_River,
Sacramento River,SAC,SAC,1998,Water,0.7058321,Ingram & Weber 1999 (Geology),River,SAC_system,0,4,SAC_system_River,
